,mitre name,mitre alias,malpedia name,malpedia alias,attack techniques,technique name,attack software,malpedia techniques,malpedia software,normalized mitre software,normalized malpedia software,software union,software overlap,mitre software ids,software union canonical
G0046,fin7,"['carbon spider', 'elbrus', 'gold niagara', 'itg14', 'sangria tempest']",fin7,"['carbon spider', 'gold niagara', 'calcium', 'atk32', 'g0046', 'g0008', 'coreid', 'carbanak', 'sangria tempest', 'elbrus', 'carbon spider', 'jokerstash']","['T1546.011', 'T1102.002', 'T1027.001', 'T1553.002', 'T1027.010', 'T1059', 'T1195.002', 'T1071.004', 'T1486', 'T1005', 'T1069.002', 'T1583.001', 'T1608.004', 'T1559.002', 'T1567.002', 'T1190', 'T1210', 'T1008', 'T1105', 'T1059.007', 'T1558.003', 'T1078.003', 'T1204.002', 'T1204.001', 'T1587.001', 'T1036.004', 'T1036.005', 'T1218.005', 'T1571', 'T1059.001', 'T1547.001', 'T1219', 'T1021.001', 'T1091', 'T1218.011', 'T1021.004', 'T1053.005', 'T1113', 'T1566.001', 'T1566.002', 'T1033', 'T1588.002', 'T1608.001', 'T1497.002', 'T1021.005', 'T1078', 'T1125', 'T1059.005', 'T1583.006', 'T1059.003', 'T1047', 'T1543.003', 'T1012', 'T1497.001', 'T1608.003', 'T1213', 'T1491.002', 'T1036.003', 'T1620', 'T1087.002', 'T1082', 'T1608.005', 'T1573.002', 'T1083', 'T1583.003', 'T1027.005', 'T1087', 'T1555.003', 'T1569.002', 'T1057', 'T1482', 'T1199', 'T1036', 'T1055', 'T1140', 'T1218.010', 'T1560', 'T1110.002', 'T1132.001', 'T1588.003', 'T1069', 'T1090', 'T1027', 'T1070.004', 'T1518', 'T1564.003', 'T1095', 'T1071.001', 'T1588.004']","['Application Shimming', 'Bidirectional Communication', 'Binary Padding', 'Code Signing', 'Command Obfuscation', 'Command and Scripting Interpreter', 'Compromise Software Supply Chain', 'DNS', 'Data Encrypted for Impact', 'Data from Local System', 'Domain Groups', 'Domains', 'Drive-by Target', 'Dynamic Data Exchange', 'Exfiltration to Cloud Storage', 'Exploit Public-Facing Application', 'Exploitation of Remote Services', 'Fallback Channels', 'Ingress Tool Transfer', 'JavaScript', 'Kerberoasting', 'Local Accounts', 'Malicious File', 'Malicious Link', 'Malware', 'Masquerade Task or Service', 'Match Legitimate Name or Location', 'Mshta', 'Non-Standard Port', 'PowerShell', 'Registry Run Keys / Startup Folder', 'Remote Access Software', 'Remote Desktop Protocol', 'Replication Through Removable Media', 'Rundll32', 'SSH', 'Scheduled Task', 'Screen Capture', 'Spearphishing Attachment', 'Spearphishing Link', 'System Owner/User Discovery', 'Tool', 'Upload Malware', 'User Activity Based Checks', 'VNC', 'Valid Accounts', 'Video Capture', 'Visual Basic', 'Web Services', 'Windows Command Shell', 'Windows Management Instrumentation', 'Windows Service']","['S0552', 'S0415', 'S0030', 'S0154', 'S0488', 'S0417', 'S0151', 'S0648', 'S0681', 'S0449', 'S0002', 'S0145', 'S0517', 'S0194', 'S0416', 'S0496', 'S0390', 'S0146']","['T1005', 'T1008', 'T1012', 'T1021', 'T1021.001', 'T1021.004', 'T1027', 'T1027.005', 'T1033', 'T1036', 'T1036.003', 'T1047', 'T1053', 'T1055', 'T1057', 'T1059', 'T1059.001', 'T1059.003', 'T1059.005', 'T1059.007', 'T1069', 'T1069.002', 'T1070.004', 'T1071', 'T1071.001', 'T1078', 'T1082', 'T1083', 'T1087', 'T1087.002', 'T1090', 'T1091', 'T1095', 'T1102', 'T1105', 'T1110.002', 'T1113', 'T1125', 'T1132.001', 'T1140', 'T1195.002', 'T1199', 'T1204', 'T1204.001', 'T1204.002', 'T1210', 'T1213', 'T1218', 'T1218.010', 'T1218.011', 'T1219', 'T1482', 'T1486', 'T1491.002', 'T1497', 'T1497.001', 'T1518', 'T1543', 'T1546', 'T1547', 'T1553', 'T1553.002', 'T1555.003', 'T1558', 'T1558.003', 'T1559', 'T1560', 'T1562', 'T1564.003', 'T1566', 'T1566.001', 'T1566.002', 'T1567', 'T1569.002', 'T1571', 'T1573.002', 'T1583', 'T1583.003', 'T1587', 'T1588', 'T1588.003', 'T1588.004', 'T1608.003', 'T1608.005', 'T1620']","['js.griffon', 'ps1.powerplant', 'ps1.powertrash', 'win.boatlaunch', 'win.carbanak', 'win.cobalt_strike', 'win.gotroj', 'win.rekoobew']","['adfind', 'boostwrite', 'carbanak', 'cobalt strike', 'crackmapexec', 'griffon', 'halfbaked', 'jss loader', 'lizar', 'maze', 'mimikatz', 'pillowmint', 'powersource', 'powersploit', 'rdfsniffer', 'revil', 'sql rat', 'textmate']","['S0030', 'S0154', 'S0417', 'boatlaunch', 'gotroj', 'powerplant', 'powertrash', 'rekoobew']","['S0002', 'S0030', 'S0145', 'S0146', 'S0151', 'S0154', 'S0194', 'S0390', 'S0415', 'S0416', 'S0417', 'S0449', 'S0488', 'S0496', 'S0517', 'S0552', 'S0648', 'S0681', 'boatlaunch', 'gotroj', 'powerplant', 'powertrash', 'rekoobew']","['S0030', 'S0154', 'S0417']","['S0002', 'S0030', 'S0145', 'S0146', 'S0151', 'S0154', 'S0194', 'S0390', 'S0415', 'S0416', 'S0417', 'S0449', 'S0488', 'S0496', 'S0517', 'S0552', 'S0648', 'S0681']","['adfind', 'boatlaunch', 'boostwrite', 'carbanak', 'cobalt strike', 'crackmapexec', 'gotroj', 'griffon', 'halfbaked', 'jss loader', 'lizar', 'maze', 'mimikatz', 'pillowmint', 'powerplant', 'powersource', 'powersploit', 'powertrash', 'rdfsniffer', 'rekoobew', 'revil', 'sql rat', 'textmate']"
G0064,apt33,"['elfin', 'holmium', 'peach sandstorm']",apt33,"['apt 33', 'elfin', 'magnallium', 'refined kitten', 'holmium', 'cobalt trinity', 'g0064', 'atk35', 'peach sandstorm', 'ta451']","['T1560.001', 'T1003.005', 'T1078.004', 'T1552.001', 'T1555', 'T1555.003', 'T1027.013', 'T1048.003', 'T1203', 'T1068', 'T1552.006', 'T1105', 'T1003.004', 'T1003.001', 'T1204.002', 'T1204.001', 'T1040', 'T1571', 'T1110.003', 'T1059.001', 'T1547.001', 'T1053.005', 'T1566.001', 'T1566.002', 'T1132.001', 'T1573.001', 'T1588.002', 'T1078', 'T1059.005', 'T1071.001', 'T1546.003', 'T0852', 'T0853', 'T0865', 'T1084', 'T1060']","['Archive via Utility', 'Cached Domain Credentials', 'Cloud Accounts', 'Credentials In Files', 'Credentials from Password Stores', 'Credentials from Web Browsers', 'Encrypted/Encoded File', 'Exfiltration Over Unencrypted Non-C2 Protocol', 'Exploitation for Client Execution', 'Exploitation for Privilege Escalation', 'Group Policy Preferences', 'Ingress Tool Transfer', 'LSA Secrets', 'LSASS Memory', 'Malicious File', 'Malicious Link', 'Network Sniffing', 'Non-Standard Port', 'Password Spraying', 'PowerShell', 'Registry Run Keys / Startup Folder', 'Scheduled Task', 'Spearphishing Attachment', 'Spearphishing Link', 'Standard Encoding', 'Symmetric Cryptography', 'Tool', 'Valid Accounts', 'Visual Basic', 'Web Protocols', 'Windows Management Instrumentation Event Subscription', 'Screen Capture', 'Scripting']","['S0129', 'S0363', 'S0349', 'S0002', 'S0198', 'S0336', 'S0039', 'S0371', 'S0378', 'S0194', 'S0192', 'S0358', 'S0380', 'S0199', 'S0095']","['T0852', 'T0853', 'T0865', 'T1003', 'T1021', 'T1027', 'T1040', 'T1048', 'T1053', 'T1056', 'T1059', 'T1060', 'T1068', 'T1071', 'T1078', 'T1082', 'T1084', 'T1090', 'T1105', 'T1110', 'T1112', 'T1113', 'T1125', 'T1132', 'T1203', 'T1204', 'T1496', 'T1546', 'T1547', 'T1552', 'T1555', 'T1560', 'T1566', 'T1571', 'T1573', 'T1588']","['ps1.powerton', 'win.darkcomet', 'win.dropshot', 'win.filerase', 'win.nanocore', 'win.netwire', 'win.poshc2', 'win.powerband', 'win.pupy', 'win.quasar_rat', 'win.remcos', 'win.shapeshift', 'win.turnedup']","['autoit backdoor', 'empire', 'ftp', 'lazagne', 'mimikatz', 'nanocore', 'net', 'netwire', 'poshc2', 'powersploit', 'powerton', 'pupy', 'ruler', 'stonedrill', 'turnedup']","['S0192', 'S0198', 'S0199', 'S0336', 'S0371', 'S0378', 'S0380', 'darkcomet', 'filerase', 'powerband', 'quasar rat', 'remcos', 'shapeshift']","['S0002', 'S0039', 'S0095', 'S0129', 'S0192', 'S0194', 'S0198', 'S0199', 'S0336', 'S0349', 'S0358', 'S0363', 'S0371', 'S0378', 'S0380', 'darkcomet', 'filerase', 'powerband', 'quasar rat', 'remcos', 'shapeshift']","['S0192', 'S0198', 'S0199', 'S0336', 'S0371', 'S0378', 'S0380']","['S0002', 'S0039', 'S0095', 'S0129', 'S0192', 'S0194', 'S0198', 'S0199', 'S0336', 'S0349', 'S0358', 'S0363', 'S0371', 'S0378', 'S0380']","['autoit backdoor', 'darkcomet', 'empire', 'filerase', 'ftp', 'lazagne', 'mimikatz', 'nanocore', 'net', 'netwire', 'poshc2', 'powerband', 'powersploit', 'powerton', 'pupy', 'quasar rat', 'remcos', 'ruler', 'shapeshift', 'stonedrill', 'turnedup']"
G0089,,[],,[],"['T1203', 'T1070.004', 'T1204.002', 'T1518.001', 'T1027.002', 'T1566.001', 'T1124']","['Exploitation for Client Execution', 'File Deletion', 'Malicious File', 'Security Software Discovery', 'Software Packing', 'Spearphishing Attachment', 'System Time Discovery']","['S0198', 'S0379']",[],[],"['netwire', 'revenge rat']",[],"['S0198', 'S0379']",[],"['S0198', 'S0379']","['netwire', 'revenge rat']"
G0123,volatile cedar,['lebanese cedar'],volatile cedar,"['lebanese cedar', 'defttorero']","['T1190', 'T1105', 'T1595.002', 'T1505.003', 'T1595.003', 'T1083', 'T1260', 'T1247', 'T1005', 'T1351', 'T1008', 'T1213.001']","['Exploit Public-Facing Application', 'Ingress Tool Transfer', 'Vulnerability Scanning', 'Web Shell', 'Wordlist Scanning']","['S0572', 'S0569']","['T1005', 'T1008', 'T1083', 'T1190', 'T1213.001', 'T1247', 'T1260', 'T1351', 'T1505.003']",[],"['caterpillar webshell', 'explosive']",[],"['S0569', 'S0572']",[],"['S0569', 'S0572']","['caterpillar webshell', 'explosive']"
G1014,luminousmoth,[],mustang panda,"['bronze president', 'honeymyte', 'red lich', 'hex', 'basin', 'earth preta', 'ta416', 'stately taurus', 'luminousmoth', 'polaris', 'tantalum', 'twill typhoon']","['T1557.002', 'T1560', 'T1553.002', 'T1574.002', 'T1030', 'T1005', 'T1588.004', 'T1608.004', 'T1041', 'T1567.002', 'T1083', 'T1564.001', 'T1105', 'T1608.005', 'T1204.001', 'T1587.001', 'T1588.001', 'T1036.005', 'T1112', 'T1547.001', 'T1091', 'T1053.005', 'T1566.002', 'T1539', 'T1033', 'T1588.002', 'T1608.001', 'T1071.001']","['ARP Cache Poisoning', 'Archive Collected Data', 'Code Signing', 'DLL Side-Loading', 'Data Transfer Size Limits', 'Data from Local System', 'Digital Certificates', 'Drive-by Target', 'Exfiltration Over C2 Channel', 'Exfiltration to Cloud Storage', 'File and Directory Discovery', 'Hidden Files and Directories', 'Ingress Tool Transfer', 'Link Target', 'Malicious Link', 'Malware', 'Match Legitimate Name or Location', 'Modify Registry', 'Registry Run Keys / Startup Folder', 'Replication Through Removable Media', 'Scheduled Task', 'Spearphishing Link', 'Steal Web Session Cookie', 'System Owner/User Discovery', 'Tool', 'Upload Malware', 'Web Protocols']","['S0154', 'S0013']","['T1005', 'T1012', 'T1016', 'T1016.001', 'T1025', 'T1036.004', 'T1036.005', 'T1041', 'T1048', 'T1049', 'T1053.005', 'T1055', 'T1056.001', 'T1059.003', 'T1070.009', 'T1071', 'T1071.001', 'T1082', 'T1083', 'T1090', 'T1091', 'T1102.002', 'T1105', 'T1106', 'T1132.001', 'T1140', 'T1204.002', 'T1205', 'T1480', 'T1480.001', 'T1518.001', 'T1547', 'T1547.001', 'T1553.002', 'T1560.001', 'T1562.004', 'T1564.001', 'T1566.001', 'T1566.002', 'T1567.002', 'T1569.002', 'T1573', 'T1573.001', 'T1574.002', 'T1583.003', 'T1583.004', 'T1585.002', 'T1587.001', 'T1588.002', 'T1608.001', 'T1608.002', 'T1608.005', 'T1622']","['win.doplugs', 'win.fdmtp', 'win.hodur', 'win.mqsttang', 'win.toneshell']","['cobalt strike', 'plugx']","['doplugs', 'fdmtp', 'hodur', 'mqsttang', 'toneshell']","['S0013', 'S0154', 'doplugs', 'fdmtp', 'hodur', 'mqsttang', 'toneshell']",[],"['S0013', 'S0154']","['cobalt strike', 'doplugs', 'fdmtp', 'hodur', 'mqsttang', 'plugx', 'toneshell']"
G0006,apt1,"['comment crew', 'comment', 'comment panda']",apt1,"['comment panda', 'pla unit 61398', 'comment crew', 'byzantine candor', 'group 3', 'tg-8223', 'comment', 'brown fox', 'gif89a', 'shadyrat', 'g0006']","['T1560.001', 'T1119', 'T1005', 'T1583.001', 'T1584.001', 'T1585.002', 'T1003.001', 'T1087.001', 'T1114.001', 'T1588.001', 'T1036.005', 'T1135', 'T1550.002', 'T1057', 'T1021.001', 'T1114.002', 'T1566.001', 'T1566.002', 'T1016', 'T1049', 'T1007', 'T1588.002', 'T1059.003']","['Archive via Utility', 'Automated Collection', 'Data from Local System', 'Domains', 'Email Accounts', 'LSASS Memory', 'Local Account', 'Local Email Collection', 'Malware', 'Match Legitimate Name or Location', 'Network Share Discovery', 'Pass the Hash', 'Process Discovery', 'Remote Desktop Protocol', 'Remote Email Collection', 'Spearphishing Attachment', 'Spearphishing Link', 'System Network Configuration Discovery', 'System Network Connections Discovery', 'System Service Discovery', 'Tool', 'Windows Command Shell']","['S0017', 'S0025', 'S0119', 'S0026', 'S0121', 'S0002', 'S0039', 'S0122', 'S0012', 'S0029', 'S0345', 'S0057', 'S0109', 'S0008', 'S0100', 'S0006', 'S0123']","['T1003', 'T1005', 'T1007', 'T1016', 'T1021', 'T1036', 'T1049', 'T1057', 'T1059', 'T1087', 'T1114', 'T1119', 'T1135', 'T1550', 'T1560', 'T1566', 'T1583', 'T1584', 'T1585', 'T1588']","['win.auriga', 'win.bangat', 'win.biscuit', 'win.bouncer', 'win.combos', 'win.cookiebag', 'win.dairy', 'win.getmail', 'win.glooxmail', 'win.goggles', 'win.hacksfase', 'win.helauto', 'win.kurton', 'win.manitsme', 'win.mapiget', 'win.miniasp', 'win.newsreels', 'win.seasalt', 'win.starsypound', 'win.sword', 'win.tabmsgsql', 'win.tarsip', 'win.webc2_adspace', 'win.webc2_ausov', 'win.webc2_bolid', 'win.webc2_cson', 'win.webc2_div', 'win.webc2_greencat', 'win.webc2_head', 'win.webc2_kt3', 'win.webc2_qbp', 'win.webc2_rave', 'win.webc2_table', 'win.webc2_ugx', 'win.webc2_yahoo']","['biscuit', 'cachedump', 'calendar', 'glooxmail', 'gsecdump', 'ipconfig', 'lslsass', 'mimikatz', 'net', 'pass the hash toolkit', 'poisonivy', 'psexec', 'pwdump', 'seasalt', 'tasklist', 'webc2', 'xcmd']","['S0017', 'S0026', 'S0345', 'auriga', 'bangat', 'bouncer', 'combos', 'cookiebag', 'dairy', 'getmail', 'goggles', 'hacksfase', 'helauto', 'kurton', 'manitsme', 'mapiget', 'miniasp', 'newsreels', 'starsypound', 'sword', 'tabmsgsql', 'tarsip', 'webc2 adspace', 'webc2 ausov', 'webc2 bolid', 'webc2 cson', 'webc2 div', 'webc2 greencat', 'webc2 head', 'webc2 kt3', 'webc2 qbp', 'webc2 rave', 'webc2 table', 'webc2 ugx', 'webc2 yahoo']","['S0002', 'S0006', 'S0008', 'S0012', 'S0017', 'S0025', 'S0026', 'S0029', 'S0039', 'S0057', 'S0100', 'S0109', 'S0119', 'S0121', 'S0122', 'S0123', 'S0345', 'auriga', 'bangat', 'bouncer', 'combos', 'cookiebag', 'dairy', 'getmail', 'goggles', 'hacksfase', 'helauto', 'kurton', 'manitsme', 'mapiget', 'miniasp', 'newsreels', 'starsypound', 'sword', 'tabmsgsql', 'tarsip', 'webc2 adspace', 'webc2 ausov', 'webc2 bolid', 'webc2 cson', 'webc2 div', 'webc2 greencat', 'webc2 head', 'webc2 kt3', 'webc2 qbp', 'webc2 rave', 'webc2 table', 'webc2 ugx', 'webc2 yahoo']","['S0017', 'S0026', 'S0345']","['S0002', 'S0006', 'S0008', 'S0012', 'S0017', 'S0025', 'S0026', 'S0029', 'S0039', 'S0057', 'S0100', 'S0109', 'S0119', 'S0121', 'S0122', 'S0123', 'S0345']","['auriga', 'bangat', 'biscuit', 'bouncer', 'cachedump', 'calendar', 'combos', 'cookiebag', 'dairy', 'getmail', 'glooxmail', 'goggles', 'gsecdump', 'hacksfase', 'helauto', 'ipconfig', 'kurton', 'lslsass', 'manitsme', 'mapiget', 'mimikatz', 'miniasp', 'net', 'newsreels', 'pass the hash toolkit', 'poisonivy', 'psexec', 'pwdump', 'seasalt', 'starsypound', 'sword', 'tabmsgsql', 'tarsip', 'tasklist', 'webc2', 'webc2 adspace', 'webc2 ausov', 'webc2 bolid', 'webc2 cson', 'webc2 div', 'webc2 greencat', 'webc2 head', 'webc2 kt3', 'webc2 qbp', 'webc2 rave', 'webc2 table', 'webc2 ugx', 'webc2 yahoo', 'xcmd']"
G0043,group5,[],group5,['g0043'],"['T1027.013', 'T1070.004', 'T1056.001', 'T1113']","['Encrypted/Encoded File', 'File Deletion', 'Keylogging', 'Screen Capture']","['S0336', 'S0385']","['T1027', 'T1056', 'T1070', 'T1113']",[],"['nanocore', 'nj rat']",[],"['S0336', 'S0385']",[],"['S0336', 'S0385']","['nanocore', 'nj rat']"
MAL001,,[],xdspy,[],[],[],[],"['T1005', 'T1020', 'T1025', 'T1033', 'T1041', 'T1071.001', 'T1082', 'T1083', 'T1113', 'T1119', 'T1203', 'T1204.001', 'T1204.002', 'T1547.001', 'T1566.001', 'T1566.002', 'T1573.001']",[],[],[],[],[],[],[]
MAL002,,[],sweed,[],[],[],[],"['T1001', 'T1003', 'T1005', 'T1007', 'T1010', 'T1012', 'T1016', 'T1018', 'T1021.001', 'T1027', 'T1027.002', 'T1027.003', 'T1033', 'T1036', 'T1041', 'T1048', 'T1049', 'T1053', 'T1053.005', 'T1055', 'T1055.002', 'T1055.012', 'T1056.001', 'T1057', 'T1059', 'T1059.001', 'T1059.003', 'T1059.005', 'T1060', 'T1070.004', 'T1071.001', 'T1071.003', 'T1082', 'T1083', 'T1087', 'T1087.001', 'T1090.003', 'T1091', 'T1095', 'T1102', 'T1102.001', 'T1105', 'T1106', 'T1112', 'T1113', 'T1115', 'T1120', 'T1123', 'T1125', 'T1129', 'T1132', 'T1132.001', 'T1134', 'T1140', 'T1170', 'T1185', 'T1191', 'T1204.001', 'T1204.002', 'T1213', 'T1218', 'T1218.001', 'T1220', 'T1485', 'T1497.001', 'T1518.001', 'T1543', 'T1546.012', 'T1547', 'T1547.001', 'T1548.002', 'T1552.001', 'T1552.002', 'T1553.004', 'T1555.003', 'T1555.005', 'T1560', 'T1562.001', 'T1564.004', 'T1566.001', 'T1566.002', 'T1568', 'T1571', 'T1573.001', 'T1574.001', 'T1583.006', 'T1608', 'T1608.001', 'T1620']","['win.agent_tesla', 'win.formbook', 'win.lokipws']",[],"['agent tesla', 'formbook', 'lokipws']","['agent tesla', 'formbook', 'lokipws']",[],[],"['agent tesla', 'formbook', 'lokipws']"
MAL003,,[],dust storm,[],[],[],[],"['T1005', 'T1027', 'T1083']",['win.misdat'],[],['misdat'],['misdat'],[],[],['misdat']
MAL004,,[],honeybee,[],[],[],[],"['T1005', 'T1020', 'T1027', 'T1055', 'T1057', 'T1059', 'T1070', 'T1071', 'T1074', 'T1082', 'T1083', 'T1112', 'T1140', 'T1543', 'T1546', 'T1547', 'T1548', 'T1553', 'T1560', 'T1569']",[],[],[],[],[],[],[]
MAL005,,[],riddle spider,[],[],[],[],"['T1003', 'T1012', 'T1016', 'T1021', 'T1027', 'T1035', 'T1043', 'T1046', 'T1047', 'T1055', 'T1055.012', 'T1057', 'T1059', 'T1059.007', 'T1060', 'T1070.004', 'T1071.001', 'T1078', 'T1082', 'T1083', 'T1098', 'T1106', 'T1112', 'T1120', 'T1133', 'T1135', 'T1140', 'T1190', 'T1197', 'T1202', 'T1485', 'T1486', 'T1489', 'T1490', 'T1497', 'T1497.001', 'T1498', 'T1498.001', 'T1543.003', 'T1547.001', 'T1547.006', 'T1548.002', 'T1562.001', 'T1566', 'T1566.001', 'T1569.002', 'T1595']",['win.avaddon'],[],['avaddon'],['avaddon'],[],[],['avaddon']
MAL006,,[],scully spider,[],[],[],[],"['T1003', 'T1008', 'T1027', 'T1036', 'T1036.003', 'T1036.008', 'T1041', 'T1047', 'T1053.005', 'T1055', 'T1057', 'T1059', 'T1059.003', 'T1059.005', 'T1071.004', 'T1091', 'T1105', 'T1115', 'T1140', 'T1189', 'T1195', 'T1195.002', 'T1204', 'T1204.002', 'T1218.007', 'T1218.010', 'T1218.011', 'T1496', 'T1497.001', 'T1518', 'T1539', 'T1543.003', 'T1547.001', 'T1555', 'T1562', 'T1566', 'T1573', 'T1573.002', 'T1583.008', 'T1586', 'T1608.003']",['win.danabot'],[],['danabot'],['danabot'],[],[],['danabot']
MAL007,,[],buhtrap,[],[],[],[],"['T1004', 'T1020', 'T1022', 'T1033', 'T1041', 'T1043', 'T1053', 'T1056', 'T1059', 'T1071', 'T1083', 'T1085', 'T1094', 'T1102', 'T1105', 'T1106', 'T1111', 'T1113', 'T1115', 'T1116', 'T1135', 'T1140', 'T1158', 'T1192', 'T1204']",['win.buhtrap'],[],['buhtrap'],['buhtrap'],[],[],['buhtrap']
MAL008,,[],circus spider,[],[],[],[],"['T1059', 'T1083', 'T1088', 'T1134', 'T1135', 'T1486']",[],[],[],[],[],[],[]
MAL009,,[],gold dupont,[],[],[],[],"['T1036.005', 'T1057', 'T1059.004', 'T1070.004', 'T1078', 'T1082', 'T1222.002', 'T1486', 'T1489']","['elf.ransomexx', 'win.ransomexx']",[],['ransomexx'],['ransomexx'],[],[],['ransomexx']
MAL010,,[],henbox,[],[],[],[],"['T1027', 'T1043', 'T1045', 'T1060', 'T1065', 'T1071', 'T1073', 'T1140', 'T1204', 'T1249', 'T1264', 'T1265', 'T1295', 'T1307', 'T1312', 'T1319', 'T1328', 'T1345', 'T1402', 'T1406', 'T1412', 'T1413', 'T1416', 'T1418', 'T1421', 'T1422', 'T1426', 'T1429', 'T1430', 'T1432', 'T1433', 'T1474', 'T1476']","['apk.carbonsteal', 'apk.doubleagent', 'apk.goldeneagle', 'apk.henbox', 'apk.silkbean']",[],"['carbonsteal', 'doubleagent', 'goldeneagle', 'henbox', 'silkbean']","['carbonsteal', 'doubleagent', 'goldeneagle', 'henbox', 'silkbean']",[],[],"['carbonsteal', 'doubleagent', 'goldeneagle', 'henbox', 'silkbean']"
MAL011,,[],ghostemperor,[],[],[],[],"['T1003', 'T1005', 'T1027', 'T1036.005', 'T1041', 'T1055.001', 'T1055.012', 'T1059.003', 'T1070.004', 'T1071.001', 'T1082', 'T1083', 'T1115', 'T1134', 'T1134.001', 'T1134.002', 'T1140', 'T1190', 'T1203', 'T1218', 'T1518.001', 'T1543.003', 'T1547.001', 'T1573.001', 'T1574.001', 'T1574.002', 'T1583.001', 'T1583.004', 'T1588.005', 'T1620']",['win.sparrow_door'],[],['sparrow door'],['sparrow door'],[],[],['sparrow door']
MAL012,,[],viceroy tiger,[],[],[],[],"['T1027', 'T1032', 'T1043', 'T1053', 'T1064', 'T1071', 'T1105', 'T1116', 'T1140', 'T1158', 'T1192', 'T1197', 'T1203', 'T1204', 'T1247', 'T1249', 'T1312', 'T1345', 'T1346', 'T1362', 'T1406', 'T1409', 'T1412', 'T1418', 'T1421', 'T1424', 'T1426', 'T1429', 'T1430', 'T1432', 'T1433', 'T1507', 'T1532', 'T1571', 'T1573']",['win.yty'],[],['yty'],['yty'],[],[],['yty']
MAL013,,[],red dev 17,[],[],[],[],"['T1041', 'T1053.005', 'T1056.001', 'T1090.001', 'T1095', 'T1140', 'T1195.002', 'T1569.002', 'T1573', 'T1574.002']",[],[],[],[],[],[],[]
MAL014,,[],[unnamed group],[],[],[],[],"['T1003.001', 'T1021.001', 'T1027', 'T1033', 'T1036', 'T1039', 'T1046', 'T1047', 'T1049', 'T1057', 'T1059.001', 'T1059.003', 'T1082', 'T1083', 'T1090', 'T1105', 'T1110.001', 'T1124', 'T1133', 'T1136.002', 'T1136.003', 'T1140', 'T1190', 'T1219', 'T1486', 'T1490', 'T1555.003', 'T1562', 'T1567.002', 'T1569.002', 'T1573.002', 'T1595.002']","['win.fivehands', 'win.puzzlemaker', 'win.sombrat']",[],"['fivehands', 'puzzlemaker', 'somb rat']","['fivehands', 'puzzlemaker', 'somb rat']",[],[],"['fivehands', 'puzzlemaker', 'somb rat']"
MAL015,,[],gold winter,[],[],[],[],"['T1002', 'T1003', 'T1005', 'T1016', 'T1018', 'T1021.001', 'T1027', 'T1028', 'T1035', 'T1036', 'T1039', 'T1043', 'T1048', 'T1050', 'T1055', 'T1059', 'T1069', 'T1070', 'T1071', 'T1071.004', 'T1074.001', 'T1076', 'T1078', 'T1082', 'T1083', 'T1086', 'T1087', 'T1105', 'T1110', 'T1133', 'T1135', 'T1204.002', 'T1482', 'T1486', 'T1489', 'T1560', 'T1562', 'T1567.002', 'T1569.002', 'T1570', 'T1588.001']",['win.hades'],[],['hades'],['hades'],[],[],['hades']
MAL016,,[],night dragon,[],[],[],[],"['T1003', 'T1027', 'T1071', 'T1074', 'T1078', 'T1133', 'T1190', 'T1204', 'T1219', 'T1550', 'T1562', 'T1566', 'T1587', 'T1588']",[],[],[],[],[],[],[]
MAL017,,[],prophet spider,[],[],[],[],"['T1003.001', 'T1003.003', 'T1003.006', 'T1016', 'T1018', 'T1021', 'T1021.001', 'T1021.004', 'T1033', 'T1047', 'T1048', 'T1049', 'T1053.005', 'T1059.001', 'T1059.003', 'T1059.004', 'T1069.001', 'T1069.002', 'T1070', 'T1070.003', 'T1070.007', 'T1071', 'T1071.002', 'T1078.002', 'T1082', 'T1083', 'T1087.002', 'T1098', 'T1105', 'T1112', 'T1135', 'T1136.002', 'T1140', 'T1190', 'T1197', 'T1482', 'T1505.003', 'T1543.003', 'T1560.001', 'T1567', 'T1569.002', 'T1572', 'T1590', 'T1595.002']",[],[],[],[],[],[],[]
MAL018,,[],mallard spider,[],[],[],[],"['T1021.002', 'T1027', 'T1053.005', 'T1055.001', 'T1059.001', 'T1059.003', 'T1059.005', 'T1071.001', 'T1110.001', 'T1135', 'T1204.001', 'T1204.002', 'T1218.007', 'T1218.011', 'T1497.001', 'T1497.002', 'T1547.001', 'T1566.001']",[],[],[],[],[],[],[]
MAL019,,[],invisimole,[],[],[],[],"['T1002', 'T1005', 'T1007', 'T1008', 'T1010', 'T1012', 'T1016', 'T1022', 'T1023', 'T1024', 'T1025', 'T1027', 'T1035', 'T1036', 'T1041', 'T1043', 'T1046', 'T1050', 'T1053', 'T1055', 'T1056', 'T1057', 'T1059', 'T1060', 'T1063', 'T1064', 'T1065', 'T1066', 'T1068', 'T1071', 'T1074', 'T1080', 'T1082', 'T1083', 'T1085', 'T1087', 'T1088', 'T1089', 'T1090', 'T1095', 'T1099', 'T1105', 'T1106', 'T1107', 'T1108', 'T1112', 'T1113', 'T1123', 'T1124', 'T1125', 'T1129', 'T1132', 'T1134', 'T1135', 'T1140', 'T1143', 'T1196', 'T1202', 'T1203', 'T1204', 'T1210', 'T1480', 'T1497', 'T1518']",[],[],[],[],[],[],[]
